domain,category,other_category,company_size,email_provider,website,confidence
fondoo.co,Other,Domain Parking,solo,No,no_info,95
mariusastikas.com,Professional Services,,solo,No,no_info,95
vestaconnect.com,Technology and Software Development,,1 to 5,No,much_info,95
themodernmilkman.co.uk,E-commerce and Retail,,50 to 100,No,much_info,95
shapebase.de,Technology and Software Development,,1 to 5,No,much_info,95
boamarglobal.com,Professional Services,,50 to 100,No,much_info,95
immersivedesign.co,Marketing and Advertising,,5 to 20,No,much_info,95
markdean.co,Professional Services,,solo,No,much_info,95
markfeatures.com,Technology and Software Development,,1 to 5,No,little_info,55
markfirthonline.com,Marketing and Advertising,,1 to 5,No,much_info,95
mcarter.org,Other,Non-profit,solo,No,unreachable,40
northernhive.com,Marketing and Advertising,,5 to 20,No,much_info,95
pdpanama.com,Professional Services,,5 to 20,No,much_info,95
promanworx.co.za,Professional Services,,1 to 5,No,much_info,95
regulatecpg.com,Technology and Software Development,,50 to 100,No,much_info,95
resonans.capital,Financial Service,,5 to 20,No,much_info,95
stronglifehp.com.au,Healthcare,,5 to 20,No,much_info,95
sutterlin.net,Other,Construction,solo,No,no_info,50
telioptima.com,Professional Services,,50 to 100,No,much_info,95
vanorcar.com,Other,Automotive,1 to 5,No,unreachable,45
ventbusting.com,Professional Services,,1 to 5,No,much_info,95
blue-prints.org,Professional Services,Exhibition Stand Design and Build,5 to 20,No,much_info,95
ambesa.com,E-commerce and Retail,,50 to 100,No,much_info,95
antiqueceilings.com,E-commerce and Retail,,1 to 5,No,much_info,95
avtekconsulting.com,Manufacturing and Industrial,,5 to 20,No,much_info,95
blacktroika.com,Marketing and Advertising,,5 to 20,No,much_info,95
convertoo.agency,Marketing and Advertising,,1 to 5,No,unreachable,50
diligenttechnologies.co,Technology and Software Development,,50 to 100,No,much_info,95
finowizprime.org,Financial Service,,1 to 5,No,unreachable,30
geelark.com,Technology and Software Development,,5 to 20,No,much_info,95
getgaana.com,Marketing and Advertising,,5 to 20,No,much_info,95
hashdt.com,Financial Service,,50 to 100,No,much_info,95
laviniaproperties.ae,Real Estate and Property Management,,5 to 20,No,much_info,95
mavitdigital.com,Marketing and Advertising,,5 to 20,No,much_info,95
mball.com.my,E-commerce and Retail,,1 to 5,No,little_info,60
mpo-tech.com,Technology and Software Development,,50 to 100,No,much_info,95
mynachiketa.com,Education and e-learning,,1 to 5,No,much_info,95
ra-esg.email,Technology and Software Development,,solo,Yes,no_info,95
redpremium.es,Real Estate and Property Management,,50 to 100,No,much_info,95
villaexperience.com,Real Estate and Property Management,Luxury Villa Rentals/Travel,5 to 20,No,much_info,95
zetexa.com,E-commerce and Retail,Travel Technology / eSIM Provider,5 to 20,No,much_info,95
brandaption.com,Technology and Software Development,,solo,No,unreachable,20
all-about.wtf,Other,,solo,No,unreachable,10
altmail.kr,Technology and Software Development,,1 to 5,Yes,unreachable,50
truereclaim.com,Financial Service,,50 to 100,No,much_info,95
my-hub.online,Technology and Software Development,,1 to 5,No,unreachable,95
armoir.co,E-commerce and Retail,,5 to 20,No,much_info,95
brixoab.com,Financial Service,,50 to 100,No,much_info,95
leser-gmbh.de,Other,Domain Parking,solo,No,no_info,95
1fuel.io,Financial Service,Cryptocurrency and Blockchain,1 to 5,No,much_info,95
worktops24.co.uk,E-commerce and Retail,,1 to 5,No,unreachable,40
morph360.in,Professional Services,Healthcare Consulting,5 to 20,No,much_info,95
ennovatetx.com,Healthcare,,5 to 20,No,much_info,95
orsettogroup.ch,Technology and Software Development,,1 to 5,No,much_info,95
parkingowo.pl,Logistics and Transportation,,5 to 20,No,much_info,95
marydconsulting.eu,Professional Services,,1 to 5,No,much_info,95
consio.ai,Technology and Software Development,,5 to 20,No,much_info,95
hunterprize.com,Marketing and Advertising,,1 to 5,No,much_info,95
cincin.agency,Marketing and Advertising,,1 to 5,No,unreachable,50
echelon.solar,Manufacturing and Industrial,,1 to 5,No,no_info,75
inlumino.nl,Marketing and Advertising,,1 to 5,No,much_info,95
oncoreservice.co.nz,Professional Services,,50 to 100,No,much_info,95
redwoodatlantic.com,Technology and Software Development,,5 to 20,No,much_info,95
softcino.co,Technology and Software Development,,20 to 50,No,much_info,95
aquasition.io,Marketing and Advertising,,solo,No,much_info,95
bluecimarron.com,Technology and Software Development,,solo,No,much_info,95
indigosystems.website,Technology and Software Development,,1 to 5,No,little_info,60
metrovanrealty.ca,Real Estate and Property Management,,solo,No,much_info,95
previewcap.com,Technology and Software Development,,solo,No,no_info,50
stuck.solutions,Logistics and Transportation,,1 to 5,No,much_info,95
leadsmartinc.com,Marketing and Advertising,,5 to 20,No,much_info,95
mossjps.edu.hk,Education and e-learning,,50 to 100,No,much_info,95
nvr.ai,Technology and Software Development,,5 to 20,No,much_info,95
roberts.pm,Professional Services,,solo,No,unreachable,40
rich-ai.de,Technology and Software Development,,solo,No,no_info,40
glitchy.ai,Marketing and Advertising,,5 to 20,No,much_info,95
infiflo.com,Financial Service,,50 to 100,No,little_info,70
bbms.media,Marketing and Advertising,,1 to 5,No,unreachable,50
davy.engineer,Technology and Software Development,,solo,No,no_info,40
primmo.co,Technology and Software Development,,5 to 20,No,much_info,95
scalmob.com,E-commerce and Retail,,50 to 100,No,much_info,95
vlasovs.me,Technology and Software Development,,solo,No,much_info,95
digitalmagie.de,Technology and Software Development,,1 to 5,No,little_info,60
joinwaken.com,Technology and Software Development,,1 to 5,No,little_info,50
howspace.com,Education and e-learning,,20 to 50,No,much_info,95
lovorise.com,Technology and Software Development,,solo,No,little_info,60
defit.dk,Professional Services,Security Services,20 to 50,No,much_info,95
caledonian.ac.uk,Education and e-learning,,500+,No,unreachable,95
managementc.net,Financial Service,,1 to 5,No,much_info,95
multichromase.com,Other,Coming Soon Page,1 to 5,No,little_info,45
gettierone.com,Professional Services,,50 to 100,No,much_info,95
leadossystems.com,Technology and Software Development,,1 to 5,No,much_info,95
gongl.com,Other,Sports Agency,50 to 100,No,much_info,95
my.hpu.edu,Education and e-learning,,500+,No,little_info,95
crazybet.com,Other,Online Gambling/Betting,20 to 50,No,much_info,95
mrctni.com,Other,Consulting,1 to 5,No,unreachable,70
mariadior.dk,Education and e-learning,,1 to 5,No,much_info,95
retailabc.co.uk,E-commerce and Retail,,5 to 20,No,much_info,95
arthur-law.com,Professional Services,Pet Services,5 to 20,No,much_info,95
emanuelcastillo.com,Education and e-learning,,1 to 5,No,much_info,95
joefares.com,Marketing and Advertising,,solo,No,much_info,95
joynal.info,Other,Domain Parking,solo,No,no_info,95
robwilson.org,Other,Music Artist,solo,No,little_info,60
tomspicky.com,Marketing and Advertising,,solo,No,much_info,95
vijaysujanani.com,Professional Services,,solo,No,unreachable,95
warrend.dev,Technology and Software Development,,solo,No,unreachable,20
xdrx.us,Technology and Software Development,,solo,No,much_info,95
lassora.com,Technology and Software Development,,1 to 5,No,unreachable,50
agarwalpackers.com,Logistics and Transportation,,500+,No,much_info,95
lucypanel.com,Technology and Software Development,,20 to 50,No,much_info,95
ealamgroup.pk,Technology and Software Development,,5 to 20,No,much_info,95
nexus7creatives.com,Marketing and Advertising,,5 to 20,No,much_info,95
insightpsychology.org,Healthcare,,solo,No,much_info,95
findiquedigital.com,Technology and Software Development,,20 to 50,No,much_info,95
onedocket.ai,Technology and Software Development,,5 to 20,No,unreachable,50
socialsyncboost.com,Marketing and Advertising,,solo,No,much_info,95
storworx.co,Technology and Software Development,,solo,No,no_info,30
thinkandgrowinc.com,Professional Services,,50 to 100,No,much_info,95
houkika.com,E-commerce and Retail,,1 to 5,No,much_info,95
bvalgroup.co.uk,Professional Services,,1 to 5,No,unreachable,95
hslu.ch,Education and e-learning,,500+,No,much_info,95
springbord.com,Professional Services,,200 to 500,No,much_info,95
highendzonee.com,E-commerce and Retail,,1 to 5,No,much_info,95
govconnex.com,Technology and Software Development,,50 to 100,No,much_info,95
boltinsurance.com,Financial Service,,500+,No,much_info,95
siddiquikamyana.online,Professional Services,,solo,No,no_info,40
modern-amenities.com,Professional Services,,20 to 50,No,much_info,95
fx273group.com,Other,,1 to 5,No,little_info,70
talkcraftai.com,Technology and Software Development,,1 to 5,No,much_info,95
glisgames.com,Technology and Software Development,,20 to 50,No,much_info,95
claremontsquare.com,Financial Service,,1 to 5,No,much_info,95
northpointhospitality.com,Real Estate and Property Management,,50 to 100,No,much_info,95
aztekee.com,Technology and Software Development,,1 to 5,No,unreachable,100
adventurestudios.io,Technology and Software Development,,1 to 5,No,unreachable,40
b2bclothing.co.nz,E-commerce and Retail,,5 to 20,No,much_info,95
biobible.com,Technology and Software Development,,solo,No,little_info,70
cohentech.net,Technology and Software Development,,solo,No,little_info,60
keepitsimplestorage.com,Technology and Software Development,,5 to 20,No,much_info,95
loocey.com,Technology and Software Development,,5 to 20,No,much_info,95
mentomastery.com,Professional Services,,solo,No,much_info,95
michaeloliveri.net,Professional Services,,solo,No,unreachable,80
optimax-ai.com,Technology and Software Development,,1 to 5,No,little_info,70
readycode.io,Technology and Software Development,,1 to 5,No,much_info,95
rossilong.onmicrosoft.com,Professional Services,,solo,No,unreachable,10
senacea.co.uk,Professional Services,,1 to 5,No,much_info,95
spartazkraftreiniger.com,Technology and Software Development,,5 to 20,No,much_info,95
trupaysolutions.com,Financial Service,,1 to 5,No,much_info,95
tryheadstart.com,Healthcare,,5 to 20,No,much_info,95
westerfieldcollege.uk,Education and e-learning,,50 to 100,No,much_info,95
workrecoverplay.com,E-commerce and Retail,,1 to 5,No,much_info,95
theoptimaconsulting.com,Professional Services,,1 to 5,No,much_info,95
bancesgroup.com,Professional Services,,1 to 5,No,unreachable,40
ipn.ie,Professional Services,,5 to 20,No,much_info,95
kensana.health,Healthcare,,50 to 100,No,much_info,95
slatenyc.com,Professional Services,,500+,No,much_info,95
wirtanen.eu,Technology and Software Development,,solo,No,unreachable,50
sleeksyntax.com,Technology and Software Development,,5 to 20,No,much_info,95
reintent.com,Marketing and Advertising,,5 to 20,No,much_info,95
cbrealty.com,Real Estate and Property Management,,500+,No,much_info,95
friendsdeals.com,E-commerce and Retail,,solo,No,unreachable,50
immersve.com,Financial Service,,50 to 100,No,much_info,95
catmosweb.com,Technology and Software Development,,5 to 20,No,much_info,95
crownconstructionstl.com,Professional Services,Consulting,1 to 5,No,little_info,60
getprojectlife.com,Healthcare,,1 to 5,No,much_info,95
igame.capital,Financial Service,,20 to 50,No,much_info,95
kcgproperty.com,Real Estate and Property Management,,1 to 5,No,unreachable,60
mikefrommaine.com,Education and e-learning,,solo,No,much_info,95
mikestreetz.com,Professional Services,,solo,No,much_info,95
nextu.pro,Education and e-learning,,5 to 20,No,little_info,55
roofhero.au,Professional Services,,1 to 5,No,much_info,95
seamrog.ie,Technology and Software Development,,1 to 5,No,much_info,95
sentread.app,Technology and Software Development,,1 to 5,No,much_info,95
solarconversionlab.com,Education and e-learning,,1 to 5,No,much_info,95
thermalradar.com,Manufacturing and Industrial,,20 to 50,No,much_info,95
withtwine.com,Technology and Software Development,,20 to 50,No,unreachable,60
kanosa-desatascos.com,Professional Services,Plumbing and Drainage Services,1 to 5,No,much_info,95
bugarski.io,Technology and Software Development,,solo,No,unreachable,10
cwinz.com,Other,Online Gambling/Betting,50 to 100,No,little_info,75
argella.com,Professional Services,,1 to 5,No,much_info,95
khevra.com,Technology and Software Development,,1 to 5,No,unreachable,80
withevo.com,E-commerce and Retail,,5 to 20,No,much_info,95
auralynnsolutions.com,Professional Services,,solo,No,much_info,95
digitaladastra.com,Marketing and Advertising,,50 to 100,No,much_info,95
gancos.com,Manufacturing and Industrial,,5 to 20,No,much_info,95
gmx.de,Technology and Software Development,,500+,Yes,much_info,95
xmcyber.com,Technology and Software Development,,100 to 200,No,much_info,95
amgelectricalsolutions.com.au,Professional Services,,5 to 20,No,much_info,95
evoweb.com.au,Marketing and Advertising,,1 to 5,No,much_info,95
shockbyte.com,Technology and Software Development,,50 to 100,No,unreachable,60
armakuni.com,Technology and Software Development,,50 to 100,No,much_info,95
beglaubigt.de,Professional Services,Pet Services,1 to 5,No,much_info,95
conversionkings.com.au,Marketing and Advertising,,50 to 100,No,much_info,95
nexbell.com,Technology and Software Development,,20 to 50,No,much_info,95
vegastack.com,Technology and Software Development,,50 to 100,No,much_info,95
salmonsoftware.ie,Technology and Software Development,,5 to 20,No,much_info,95
almohan.com,Other,Holding Company/Investment,50 to 100,No,unreachable,70
hommeinteriorsstudio.us,Professional Services,Interior Design,1 to 5,No,unreachable,70
optimumvoyage.com,Logistics and Transportation,,5 to 20,No,much_info,95
adsmen.digital,Marketing and Advertising,,1 to 5,No,much_info,95
esofttag.com,Technology and Software Development,,1 to 5,No,little_info,75
yachtlife.com,Other,Luxury Travel and Yacht Charter,20 to 50,No,much_info,95
literatureandcode.com,Technology and Software Development,,1 to 5,No,much_info,95
modernise.io,Technology and Software Development,,50 to 100,No,much_info,95
newt.foundation,Technology and Software Development,,5 to 20,No,much_info,95
onetouchdentalbilling.com,Professional Services,,5 to 20,No,much_info,95
avadconsolidated.com,Financial Service,,1 to 5,No,little_info,70
70ways.com.au,Professional Services,,1 to 5,No,much_info,95
seolabindia.com,Marketing and Advertising,,20 to 50,No,much_info,95
ucdconnect.ie,Education and e-learning,,20 to 50,No,unreachable,75
vday.org,Other,Non-profit,5 to 20,No,much_info,95
canopyinc.co.uk,Marketing and Advertising,,20 to 50,No,much_info,95
fortnoxab.org,Technology and Software Development,,1 to 5,No,unreachable,40
bark-ai.com,Technology and Software Development,,5 to 20,No,much_info,95
healtrixinsurance.com,Healthcare,,5 to 20,No,much_info,95
dijitalsatismerkezi.com.tr,Professional Services,,50 to 100,No,much_info,95
