domain,country,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
jokote.co.uk,United Kingdom,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
luxurywindow.com.au,Australia,E-commerce and Retail,1 to 5,No,100,N/A,unreachable,unreachable,404
revealit.dk,Denmark,Professional Services,1 to 5,No,65,N/A,little_info,reachable,200
electricbill.help,United States,Professional Services,solo,No,60,N/A,little_info,reachable,200
bahamagolfuniversity.com,United States,Education and e-learning,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
omisystems.com,South Africa,Technology and Software Development,1 to 5,No,50,N/A,little_info,reachable,200
pickleballlab.co,United States,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
kennedyslaw.com,Hong Kong,Professional Services,500+,No,100,Legal Services,much_info,reachable,200
siegsantos.com.mx,United States,Technology and Software Development,1 to 5,No,65,N/A,little_info,reachable,200
flindersgrowth.com,Australia,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
deca4.com,United Arab Emirates,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
jonathanringo.com,United States,Professional Services,solo,No,95,N/A,much_info,reachable,200
rileyroof.xyz,United States,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
worcester.edu,United States,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
psquared.io,Spain,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
injuryneeds.com,United States,Professional Services,5 to 20,No,95,Legal Services,much_info,reachable,200
peeptrade.com,Mexico,Education and e-learning,1 to 5,No,60,N/A,little_info,reachable,200
jsaudiosolutions.com,New Zealand,Professional Services,1 to 5,No,95,Audio Solutions and Engineering,much_info,reachable,200
junocreditsolutions.com,United States,Professional Services,5 to 20,No,95,Credit Repair,much_info,reachable,200
versu.ai,Chile,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
awkwardgenius.com,United States,Technology and Software Development,solo,No,75,N/A,unreachable,unreachable,Connection Error
tixel.com,Australia,E-commerce and Retail,50 to 100,No,95,Ticket Resale Platform,much_info,reachable,200
archonit.co,United Arab Emirates,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
jmolearning.com,Spain,Professional Services,solo,No,95,N/A,much_info,reachable,200
achievemilestones.com.au,Australia,Healthcare,1 to 5,No,95,N/A,much_info,reachable,200
bibisoft.co,Colombia,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
londonreal.tv,United Kingdom,Education and e-learning,20 to 50,No,95,N/A,much_info,reachable,200
legeardstudio.com,United States,Professional Services,solo,No,95,Photography and Creative Services,much_info,reachable,200
ttg-globalgroup.com,United States,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
atz.se,Sweden,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
degicar.de,Lithuania,Technology and Software Development,solo,No,100,N/A,no_info,reachable,200
ailo.io,Australia,Real Estate and Property Management,50 to 100,No,95,N/A,much_info,reachable,200
aqwire.co,Philippines,Financial Service,50 to 100,No,95,N/A,much_info,reachable,200
in2hrandtalent.com,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
suitsfinance.com,Philippines,Financial Service,200 to 500,No,95,N/A,much_info,reachable,200
bocafg.com,United States,Financial Service,1 to 5,No,60,N/A,little_info,reachable,200
cmedmgt.com,United States,Professional Services,1 to 5,No,50,N/A,unreachable,unreachable,SSL Error
spritfix.de,Belgium,Logistics and Transportation,5 to 20,No,95,N/A,much_info,reachable,200
leadingedgeenergy.com.au,Australia,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
codelink.io,Viet Nam,Technology and Software Development,100 to 200,No,95,N/A,much_info,reachable,200
papcorns.com,Netherlands,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
olimpmarketplace.com,6.289396739192819,E-commerce and Retail,20 to 50,No,95,N/A,much_info,reachable,200
kbx-digital.com,Belize,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
ttdrycleanersco.com,United Kingdom,Other,1 to 5,No,70,Dry Cleaning and Laundry Services,unreachable,unreachable,403
aspiringclown.com,United States,Other,solo,No,95,Entertainment Services,much_info,reachable,200
puptracksapp.com,Dominican Republic,Technology and Software Development,1 to 5,No,45,N/A,unreachable,unreachable,Connection Error
canarytrap.com,,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
masajeguerrero.com,United States,Professional Services,solo,No,60,Massage Therapy,little_info,reachable,200
unicult.club,India,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
wedraw.co.in,India,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
anaghaya.com,India,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
sequenticapite.xyz,United States,Professional Services,1 to 5,No,75,N/A,little_info,reachable,200
kinzak.ae,United Arab Emirates,Real Estate and Property Management,5 to 20,No,95,N/A,much_info,reachable,200
mindset.design,Ukraine,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
fortnox.info,United States,Other,solo,No,75,Domain Parking / Placeholder,little_info,reachable,200
mumswithhustle.com,Australia,Marketing and Advertising,solo,No,95,N/A,much_info,reachable,200
kw.com,Philippines,Real Estate and Property Management,500+,No,95,N/A,much_info,unreachable,403
threetreebiotech.com,India,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
cliniera.in,India,Healthcare,1 to 5,No,60,N/A,unreachable,unreachable,403
gtm.inc,India,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
kommuniquelearning.com,India,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
creativetour.ch,Switzerland,Professional Services,solo,No,95,Travel Agency / Photography Services,much_info,reachable,200
kazcentre.com,United Kingdom,Professional Services,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
kbbs.me,Saudi Arabia,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
myrecovery.casa,United Kingdom,Healthcare,solo,No,50,N/A,little_info,reachable,200
eclipso.ch,Switzerland,Technology and Software Development,20 to 50,No,40,N/A,unreachable,unreachable,Timeout
pacratscycling.org,United States,Other,1 to 5,No,95,Non-profit,much_info,reachable,200
itskefs.com,United Arab Emirates,Technology and Software Development,1 to 5,No,45,N/A,no_info,reachable,200
taca.org.au,Australia,Professional Services,1 to 5,No,95,"Industry Association (HVAC+R Testing, Balancing, Commissioning)",much_info,reachable,200
handywoman.co,Germany,Professional Services,solo,No,60,Home Services/Handyman,little_info,reachable,200
inveritax.com,,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
fextor.net,Ecuador,Professional Services,5 to 20,No,95,Risk Management and Corporate Security,much_info,reachable,200
paybundler.com,Nigeria,Financial Service,1 to 5,No,95,N/A,much_info,reachable,200
allinone.media,Austria,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
lumenorhealthcare.com,Malaysia,Manufacturing and Industrial,5 to 20,No,95,N/A,much_info,reachable,200
fpt.com,Costa Rica,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
wepro.ai,Philippines,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
jadebridge.hk,Ireland,Professional Services,1 to 5,No,45,N/A,little_info,reachable,200
deltadnt.com,Turkey,Logistics and Transportation,50 to 100,No,95,N/A,much_info,reachable,200
incub8space.com,Philippines,Real Estate and Property Management,5 to 20,No,95,N/A,much_info,reachable,200
autonomousprojects.co,Cayman Islands,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
atlasconnect360.com,United States,Other,solo,No,95,Domain Parking / Placeholder,no_info,reachable,200
pipelineforce.com,United Kingdom,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
bigpod.io,Canada,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
cleons.net,Philippines,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
dhillonpartners.com,,Professional Services,5 to 20,No,60,Legal Services,little_info,unreachable,Timeout
documentevaluation.com,India,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
eventcaptain.com,,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
kaymatech.com,India,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
kruspan.ch,Switzerland,Manufacturing and Industrial,1 to 5,No,95,N/A,much_info,reachable,200
uebot.com,China,Technology and Software Development,1 to 5,No,60,N/A,unreachable,unreachable,Timeout
whistleautotransport.com,Turkey,Logistics and Transportation,1 to 5,No,65,N/A,little_info,reachable,200
you-globale.com,France,Other,1 to 5,No,40,N/A,no_info,reachable,200
mac-milan.com,United States,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
thirsty-hrd.org,Thailand,Professional Services,500+,No,95,N/A,much_info,reachable,200
likemethod.com,Malaysia,Marketing and Advertising,1 to 5,No,60,N/A,little_info,reachable,200
reluiremanor.com,United Arab Emirates,Real Estate and Property Management,1 to 5,No,70,N/A,unreachable,unreachable,402
rival.finance,Lebanon,Financial Service,1 to 5,No,95,N/A,unreachable,unreachable,404
sales.ginfi.com,United Arab Emirates,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
startip.net,Egypt,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
kikelito.com,Puerto Rico,Other,solo,No,10,N/A,unreachable,unreachable,Connection Error
veritascreative.media,Egypt,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
thechiefrebel.com,United States,Professional Services,solo,No,95,N/A,much_info,reachable,200
rosamysticaalchymie.com,United States,Other,solo,No,95,Spiritual & Wellness Services,much_info,reachable,200
kenzults.com,Canada,Professional Services,1 to 5,No,40,N/A,unreachable,unreachable,500
mystikaschool.com,Indonesia,Education and e-learning,solo,No,95,N/A,much_info,reachable,200
mailinator.com,Australia,Technology and Software Development,50 to 100,Yes,95,N/A,much_info,reachable,200
ggtail.com,Australia,Technology and Software Development,solo,No,95,N/A,no_info,reachable,200
mailo.uk,United Kingdom,Technology and Software Development,1 to 5,No,20,N/A,unreachable,unreachable,SSL Error
hearthotels.dk,Denmark,Other,20 to 50,No,95,Hospitality/Hotel Management,much_info,reachable,200
wholesomebykk.com,Singapore,Healthcare,solo,No,95,N/A,much_info,reachable,200
ench.com,United States,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
kickassproducts.com.au,Australia,E-commerce and Retail,5 to 20,No,95,N/A,much_info,reachable,200
usebounce.com,Philippines,Logistics and Transportation,200 to 500,No,95,N/A,much_info,reachable,200
itbritannia.com,United Kingdom,Technology and Software Development,50 to 100,No,75,N/A,unreachable,unreachable,404
crimson.ua.edu,United States,Education and e-learning,500+,Yes,95,N/A,much_info,reachable,200
onorecruitment.com,United Kingdom,Professional Services,5 to 20,No,45,N/A,unreachable,unreachable,404
yuvital.com,Israel,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
koengielen.com,Belgium,Professional Services,solo,No,95,N/A,unreachable,unreachable,Connection Error
histack.io,United States,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
groundbreaker.ai,United States,Technology and Software Development,20 to 50,No,75,N/A,little_info,reachable,200
city-spaces.de,Germany,Real Estate and Property Management,5 to 20,No,65,N/A,unreachable,unreachable,404
electric-runners.de,Germany,E-commerce and Retail,1 to 5,No,70,N/A,unreachable,unreachable,523
fotballshow.no,Norway,Other,solo,No,95,Entertainment,unreachable,unreachable,Connection Error
karel.energy,Slovakia,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
landymedia.com,Germany,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
mpujung.de,Germany,Technology and Software Development,solo,No,0,N/A,unreachable,unreachable,403
pld-con.dk,Denmark,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
sanfixnord.com,Sweden,Professional Services,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
sunfltd.com,Israel,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
oncredit.asia,Malaysia,Financial Service,50 to 100,No,75,N/A,unreachable,unreachable,Timeout
rentalqube.com,United Kingdom,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
kprkunlimited.com,Netherlands,Education and e-learning,1 to 5,No,95,N/A,much_info,reachable,200
kevinrobert.com,United States,Professional Services,solo,No,100,N/A,unreachable,unreachable,Connection Error
stayltd.co.nz,New Zealand,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
krenbits.com,New Zealand,E-commerce and Retail,1 to 5,No,75,N/A,little_info,reachable,200
travelix-holidays.de,Germany,E-commerce and Retail,1 to 5,No,95,Travel Agency,unreachable,unreachable,Connection Error
brightwayplacement.com,India,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
netghost.guru,United States,Technology and Software Development,solo,No,75,N/A,little_info,reachable,200
6fx.cc,Canada,Financial Service,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
appflame.com,Ukraine,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
gsuth.xyz,Canada,Technology and Software Development,solo,No,75,N/A,little_info,reachable,200
synergetic.it.com,United States,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,443
tinybluefish.com,United States,Technology and Software Development,1 to 5,No,20,N/A,unreachable,unreachable,Timeout
fdcon.se,Sweden,Other,1 to 5,No,100,Domain Parking/Web Hosting Service,no_info,reachable,200
silomails.com,United States,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
werner3.com,United States,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
passinbox.com,United States,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
slmails.com,United Kingdom,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
passfwd.com,Canada,Technology and Software Development,500+,No,95,N/A,much_info,reachable,200
allanj.org,Czech Republic,Technology and Software Development,solo,No,75,N/A,little_info,reachable,200
aplus.photo,United States,Real Estate and Property Management,1 to 5,No,95,N/A,much_info,reachable,200
