country,domain,category,company_size,email_provider,confidence,other_industry_category,website,website_status,website_reason
United States,gocargotravels.com,Logistics and Transportation,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
United States,nasrcc.org,Other,50 to 100,No,95,Labor Union,much_info,reachable,200
"Korea, Republic Of",imx-mnc.com,Other,20 to 50,No,95,Entertainment,much_info,reachable,200
United States,g.azleisd.net,Education and e-learning,500+,No,95,N/A,unreachable,unreachable,Connection Error
United States,tohru.org,Technology and Software Development,solo,Yes,80,N/A,little_info,reachable,200
Egypt,almatar.com,E-commerce and Retail,20 to 50,No,95,N/A,much_info,reachable,200
Australia,vitastep.com.au,Education and e-learning,5 to 20,No,95,N/A,much_info,reachable,200
Australia,my.jcu.edu.au,Education and e-learning,500+,No,95,N/A,little_info,reachable,200
Hong Kong,rickchan.com,Professional Services,solo,No,90,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,orco.ae,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Pakistan,powerhouse.so,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,illumy.com,Technology and Software Development,50 to 100,No,40,N/A,unreachable,unreachable,Connection Error
France,universalkreditts.de,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
Netherlands,elonare.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
India,easyvirtualassist.com,Professional Services,solo,No,70,N/A,no_info,reachable,200
United Kingdom,aston.ac.uk,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
Canada,dtech.ink,Technology and Software Development,solo,No,20,N/A,no_info,reachable,200
India,servoca.org.uk,Professional Services,50 to 100,No,70,Healthcare Staffing,unreachable,unreachable,Connection Error
Bangladesh,webbyfi.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,Connection Error
Bangladesh,capcutku.com,Technology and Software Development,solo,No,75,N/A,unreachable,unreachable,Connection Error
India,maverickindia.net,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
Turkey,karbonkafa.com,Technology and Software Development,1 to 5,No,95,N/A,unreachable,unreachable,Connection Error
Israel,vision-media-il.com,Marketing and Advertising,5 to 20,No,75,N/A,unreachable,unreachable,Connection Error
United States,vkr1.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,flyexpertmigrations.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Chile,alumnos.upla.cl,Education and e-learning,200 to 500,No,75,N/A,unreachable,unreachable,Connection Error
Brazil,czzcompany.com,Marketing and Advertising,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,callumbicknell.io,Technology and Software Development,solo,No,20,N/A,unreachable,unreachable,Connection Error
India,serole.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
Denmark,helloretail.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,one-sec-mail.site,Technology and Software Development,solo,Yes,75,N/A,little_info,reachable,200
India,gsamedia.net,Professional Services,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,biddle.email,Technology and Software Development,solo,Yes,80,N/A,unreachable,unreachable,404
Australia,pinnaclewp.com.au,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
"Iran, Islamic Republic Of",inkight.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Australia,intechs.com.au,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,wra.net,Education and e-learning,50 to 100,No,100,N/A,much_info,reachable,200
United Arab Emirates,spreed.ai,Marketing and Advertising,20 to 50,No,95,N/A,much_info,reachable,200
Saudi Arabia,khaled.at,Technology and Software Development,solo,No,0,N/A,unreachable,unreachable,403
India,glarvex.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
Germany,ingos-witze.de,E-commerce and Retail,solo,No,95,N/A,much_info,reachable,200
Bangladesh,stonicx.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
India,windsonmetal.com,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
United States,trolleystours.com,Logistics and Transportation,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
India,masterplant.co.uk,Other,20 to 50,No,95,Cannabis/Hemp Products & Services,much_info,reachable,200
Poland,emltmp.com,Technology and Software Development,1 to 5,No,70,N/A,unreachable,unreachable,403
India,7searchppc.com,Marketing and Advertising,200 to 500,No,95,N/A,much_info,reachable,200
India,beaconfins.com,Financial Service,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,jova.com.sv,Technology and Software Development,5 to 20,No,40,N/A,unreachable,unreachable,Connection Error
United States,sentant.net,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
Canada,rapidwaygroup.com,Logistics and Transportation,50 to 100,No,30,N/A,unreachable,unreachable,Connection Error
United States,fishrising.net,Professional Services,solo,No,75,Photography and Production,little_info,reachable,200
Sweden,lunah2o.com,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
Indonesia,inboxkitten.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Italy,tootholder.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
United States,mkwoodcabinets.com,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,bulkbear.co.uk,Other,1 to 5,No,50,E-commerce/Retail (Pet Supplies),unreachable,unreachable,404
,inwarda.shop,E-commerce and Retail,solo,No,0,N/A,unreachable,unreachable,Connection Error
Japan,cyberbacker.com,Professional Services,500+,No,95,N/A,much_info,reachable,200
Puerto Rico,kickslanding.shop,E-commerce and Retail,solo,No,50,N/A,unreachable,unreachable,404
Philippines,jkbizsolutions.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
Morocco,cvsuisse.com,Professional Services,solo,No,95,N/A,much_info,reachable,200
Jamaica,soundgtmpartners.com,Technology and Software Development,20 to 50,No,95,N/A,much_info,reachable,200
United States,kisoq.com,Other,solo,No,95,Domain Parking,no_info,reachable,200
France,edusign.fr,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Ireland,advantrade.digital,Technology and Software Development,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
"Iran, Islamic Republic Of",evimzo.com,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,draasdesigns.com,Professional Services,solo,No,95,N/A,much_info,reachable,200
United States,jburroughs.org,Education and e-learning,200 to 500,No,95,N/A,much_info,reachable,200
United States,mfunza.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,Connection Error
Poland,man.digital,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
Italy,astercucine.it,Manufacturing and Industrial,50 to 100,No,95,N/A,much_info,reachable,200
United States,energydotco.com,Professional Services,50 to 100,No,50,N/A,unreachable,unreachable,Connection Error
Philippines,hamersonshotels.com,Other,5 to 20,No,95,Hospitality,much_info,reachable,200
United States,wisc.edu,Education and e-learning,500+,No,100,N/A,much_info,reachable,200
Pakistan,cartzlink.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Sri Lanka,avelve.com,Technology and Software Development,1 to 5,No,95,N/A,much_info,reachable,200
Poland,eleat-sports.com,E-commerce and Retail,1 to 5,No,75,N/A,little_info,reachable,200
Australia,indigolinks.com.au,Professional Services,1 to 5,No,75,N/A,unreachable,unreachable,Timeout
Spain,alohapeople.club,Other,solo,No,60,Entertainment,little_info,reachable,200
United States,bmgroupinc.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
Canada,mailkv.com,Technology and Software Development,solo,Yes,75,N/A,little_info,reachable,200
United Kingdom,keogh.org.uk,Other,solo,No,75,Under Construction / Placeholder,little_info,reachable,200
United Arab Emirates,sysllc.com,Technology and Software Development,200 to 500,No,95,N/A,much_info,reachable,200
United States,successhadi.com,Other,20 to 50,No,95,Matrimonial Services,much_info,reachable,200
United Kingdom,breezeai.com,Financial Service,5 to 20,No,95,N/A,much_info,reachable,200
United States,thestarvingaffiliate.com,Marketing and Advertising,solo,No,75,N/A,little_info,reachable,200
India,arkinternational.in,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
United Arab Emirates,desc.sch.ae,Education and e-learning,500+,No,100,N/A,unreachable,unreachable,Timeout
Pakistan,advitize.com,Marketing and Advertising,20 to 50,No,75,N/A,unreachable,unreachable,Connection Error
United Arab Emirates,visionsguide.com,Professional Services,1 to 5,No,95,Immigration Services,much_info,reachable,200
Germany,gartenservice-immergruen.de,Other,1 to 5,No,75,Gardening and Landscaping Services,unreachable,unreachable,200
India,cavoyar.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United States,bytebrite.io,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
Denmark,rickux.com,Technology and Software Development,solo,No,45,N/A,unreachable,unreachable,Connection Error
United States,mylrw.com,Technology and Software Development,5 to 20,No,55,N/A,little_info,reachable,200
United States,jourrapide.com,Technology and Software Development,solo,Yes,100,N/A,much_info,reachable,200
Turkey,hakime.org,Technology and Software Development,solo,No,40,N/A,unreachable,unreachable,Connection Error
Turkey,yaani.com,Technology and Software Development,50 to 100,No,95,N/A,unreachable,unreachable,Connection Error
United States,yum.com,E-commerce and Retail,500+,No,95,N/A,much_info,reachable,200
United Kingdom,mybritishpassport.com,Professional Services,1 to 5,No,95,N/A,much_info,reachable,200
Belgium,adsem.be,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
United States,agi-online.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
Canada,usask.ca,Education and e-learning,500+,No,95,N/A,much_info,reachable,200
United States,coredesignstudio.com,Professional Services,5 to 20,No,95,N/A,much_info,reachable,200
India,tripolab.com,Logistics and Transportation,1 to 5,No,95,Travel Agency,much_info,reachable,200
Singapore,tentionmarketing.com,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Slovakia,szm.sk,Other,1 to 5,No,95,Web Directory / Portal,much_info,reachable,200
Italy,neweld.it,Manufacturing and Industrial,1 to 5,No,50,N/A,little_info,reachable,200
Australia,mattfphotography.com.au,Professional Services,solo,No,50,Photography,unreachable,unreachable,500
India,dexcheck.ai,Technology and Software Development,5 to 20,No,95,N/A,much_info,reachable,200
China,dgsunfo.com,Other,solo,No,0,N/A,unreachable,unreachable,Connection Error
Germany,onnne.co,Marketing and Advertising,5 to 20,No,95,N/A,much_info,reachable,200
United Kingdom,w3fax.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
United Kingdom,templecrowndigital.com,Marketing and Advertising,1 to 5,No,95,N/A,much_info,reachable,200
Philippines,weamplify.online,Marketing and Advertising,solo,No,50,N/A,no_info,reachable,200
United States,ccss.email,Technology and Software Development,1 to 5,No,65,N/A,little_info,reachable,200
United States,wattsolutionsgrp.com,Professional Services,20 to 50,No,95,N/A,much_info,reachable,200
India,theknowledgeacademy.com,Education and e-learning,50 to 100,No,75,N/A,unreachable,unreachable,403
Ukraine,coinspaid.com,Financial Service,50 to 100,No,60,N/A,unreachable,unreachable,403
Australia,mgimplant.com.au,Healthcare,5 to 20,No,95,N/A,much_info,reachable,200
Sweden,ayuob.net,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Timeout
Canada,interfaceware.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,unifi.co,Technology and Software Development,50 to 100,No,10,N/A,unreachable,unreachable,403
Romania,homeswithhope.us,Other,1 to 5,No,60,Non-profit / Housing Assistance,little_info,reachable,200
United States,ccmail.uk,Technology and Software Development,1 to 5,Yes,75,N/A,little_info,reachable,200
United States,thediscoverworld.com,Other,1 to 5,No,70,Travel Agency,unreachable,unreachable,404
Afghanistan,xpiro.com,Technology and Software Development,1 to 5,No,75,N/A,unreachable,unreachable,Connection Error
Canada,megatek.hk,Technology and Software Development,5 to 20,No,75,N/A,unreachable,unreachable,403
Lao People'S Democratic Republic,victoriaalison.com,Professional Services,solo,No,30,N/A,unreachable,unreachable,Connection Error
American Samoa,thetechnext.net,Technology and Software Development,solo,No,50,N/A,little_info,reachable,200
India,onetouchdentalservices.com,Healthcare,1 to 5,No,10,N/A,unreachable,unreachable,Connection Error
Pakistan,omnisoftex.com,Technology and Software Development,50 to 100,No,95,N/A,much_info,reachable,200
United States,brighamholdings.com,Other,solo,No,100,Domain Parking/Registrar Service,no_info,reachable,200
United States,etenx.com,Technology and Software Development,50 to 100,No,75,N/A,unreachable,unreachable,Connection Error
Australia,nym.hush.com,Technology and Software Development,solo,No,10,N/A,unreachable,unreachable,Connection Error
Azerbaijan,mbox.re,Other,solo,Yes,95,Email Service Provider,little_info,reachable,200
United States,pamvest.com,Financial Service,1 to 5,No,80,N/A,unreachable,unreachable,Connection Error
United States,mail.bruva.co,Technology and Software Development,1 to 5,No,40,N/A,unreachable,unreachable,Connection Error
United States,edroverobenelux.com,Logistics and Transportation,50 to 100,No,95,N/A,much_info,reachable,200
Pakistan,amzonestep.com,Marketing and Advertising,100 to 200,No,95,N/A,much_info,reachable,200
Australia,alphaoriental.com.au,E-commerce and Retail,1 to 5,No,95,N/A,much_info,reachable,200
United Kingdom,pracedo.com,Professional Services,50 to 100,No,95,N/A,much_info,reachable,200
United Kingdom,gusclarke.com,Professional Services,solo,No,0,N/A,unreachable,unreachable,Connection Error
United States,sdlfsolutions.com,Technology and Software Development,1 to 5,No,50,N/A,unreachable,unreachable,SSL Error
United Kingdom,watefr.com,Technology and Software Development,50 to 100,No,95,N/A,unreachable,unreachable,Connection Error
